name,slug,description,address,city,state,country,pincode,latitude,longitude,contact_number,email,website_url,specialties,operating_hours,google_rating,google_review_count,google_place_id,google_maps_url,profile_image,amenities,owner_email,is_approved,verification_status,claim_status
Star Dental Care and Implant Centre,star-dental-care-and-implant-centre,,"Police station, opposite Subhash Chowk, Motikatla Bazar, Subhash Chowk, Pink City, Jaipur, Rajasthan 302002, India",Jaipur,Rajasthan,India,302002,26.9288787,75.8326489,+919772435175,,,"Dental clinic, Hospital","{""Monday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Tuesday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Wednesday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Thursday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Friday"": ""10\u202fAM to 12:30\u202fPM, 5 to 8\u202fPM"", ""Saturday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Sunday"": ""Closed""}",5,26,ChIJGQzLTNexbTkRqpSTdORsF3Q,https://www.google.com/maps/search/?api=1&query=Star%20Dental%20Care%20and%20Implant%20Centre&query_place_id=ChIJGQzLTNexbTkRqpSTdORsF3Q,https://lh3.googleusercontent.com/p/AF1QipOZaJwkN5jhrbtfS4dW2zzb6gHkrB0WOtYLzyBm=w520-h240-k-no,Digital Payments,jai.stardentalcareandimp.23@antidote-temp.com,false,pending,unclaimed
Kamal nayan dental hospital,kamal-nayan-dental-hospital,,"Mochio ki chabbil, Kawatia hospital road, Shastri Nagar, Jaipur, Rajasthan 302016, India",Jaipur,Rajasthan,India,302016,26.9431297,75.7997261,+919314530483,,https://drkamleshagarwal.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu,Dental clinic,"{""Monday"": ""9\u202fAM to 8\u202fPM"", ""Tuesday"": ""9\u202fAM to 8\u202fPM"", ""Wednesday"": ""9\u202fAM to 8\u202fPM"", ""Thursday"": ""9\u202fAM to 8\u202fPM"", ""Friday"": ""9\u202fAM to 8\u202fPM"", ""Saturday"": ""9\u202fAM to 8\u202fPM"", ""Sunday"": ""9\u202fAM to 1\u202fPM""}",5,15,ChIJJ55nQCWzbTkRDxDAMyHbsC0,https://www.google.com/maps/search/?api=1&query=Kamal%20nayan%20dental%20hospital&query_place_id=ChIJJ55nQCWzbTkRDxDAMyHbsC0,https://lh3.googleusercontent.com/p/AF1QipN4LrnT7BDIBxn3Ey4UkdKB0WZ0BJGR6fF5DBKU=w408-h907-k-no,,jai.kamalnayandentalhosp.24@antidote-temp.com,false,pending,unclaimed
Dr. Triveni Dhaka | Best Plastic Surgeon in Jaipur | Manipal Hospital Jaipur,dr-triveni-dhaka-best-plastic-surgeon-in-jaipur-manipal-hospital-jaipur,,"Room no. 33, floor 1, Manipal Hospital, Main, Sikar Rd, Sector 5, Vidyadhar Nagar, Jaipur, Rajasthan 302039, India",Jaipur,Rajasthan,India,302039,26.9385983,75.7906345,+9118001024647,,https://www.manipalhospitals.com/jaipur/doctors/dr-triveni-dhaka-consultant-plastic-reconstructive-surgery/?utm_source=gmb&utm_medium=Dr.+Triveni+dhaka+,Plastic surgeon,"{""Monday"": ""11\u202fAM to 4\u202fPM"", ""Tuesday"": ""11\u202fAM to 4\u202fPM"", ""Wednesday"": ""11\u202fAM to 4\u202fPM"", ""Thursday"": ""11\u202fAM to 4\u202fPM"", ""Friday"": ""11\u202fAM to 4\u202fPM"", ""Saturday"": ""11\u202fAM to 4\u202fPM"", ""Sunday"": ""Closed""}",5,34,ChIJP2R5JoCrbTkRfAYMu1ooioM,https://www.google.com/maps/search/?api=1&query=Dr.%20Triveni%20Dhaka%20%7C%20Best%20Plastic%20Surgeon%20in%20Jaipur%20%7C%20Manipal%20Hospital%20Jaipur&query_place_id=ChIJP2R5JoCrbTkRfAYMu1ooioM,https://lh3.googleusercontent.com/p/AF1QipMqU0sjrcILDuOHxUHlphq3nXZXHiq1x9mWYnI3=w408-h285-k-no,"Wheelchair Accessible, Appointment Required",jai.drtrivenidhakabestpl.25@antidote-temp.com,false,pending,unclaimed
Enhance Clinic,enhance-clinic,,"Enhance clinic, Sahakar Marg, near ENT hosp, above ICICI Bank, Lal Kothi Scheme, Lalkothi, Jaipur, Rajasthan 302005, India",Jaipur,Rajasthan,India,302005,26.8923937,75.7948324,+917728026044,,,"Hair transplantation clinic, Body shaping class, Hair replacement service, Hospital, Laser hair removal service, Plastic surgeon","{""Monday"": ""10\u202fAM to 7\u202fPM"", ""Tuesday"": ""10\u202fAM to 7\u202fPM"", ""Wednesday"": ""10\u202fAM to 7\u202fPM"", ""Thursday"": ""10\u202fAM to 7\u202fPM"", ""Friday"": ""10\u202fAM to 7\u202fPM"", ""Saturday"": ""10\u202fAM to 7\u202fPM"", ""Sunday"": ""10\u202fAM to 3\u202fPM""}",4.8,85,ChIJlVDHxzy0bTkRhtKKGjDb9Bo,https://www.google.com/maps/search/?api=1&query=Enhance%20Clinic&query_place_id=ChIJlVDHxzy0bTkRhtKKGjDb9Bo,https://lh3.googleusercontent.com/p/AF1QipNW0Lk45cGMZKCW6cbd8T4xXqLjH805tTTLdQiF=w408-h272-k-no,Wheelchair Accessible,jai.enhanceclinic.26@antidote-temp.com,false,pending,unclaimed
Best Plastic & Cosmetic Surgeon in Raja Park Jaipur || Hair Transplant & Laser Treatment || Affordable Price Surgeries,best-plastic-cosmetic-surgeon-in-raja-park-jaipur-hair-transplant-laser-treatment-affordable-price-surgeries,,"Department of Oncology, C-30, Sindhi Colony Rd Saket Colony, Baraf Khana, Adarsh Nagar, Raja Park, Jaipur, Rajasthan 302004, India",Jaipur,Rajasthan,India,302004,26.8988857,75.8341117,+911414937433,,https://ayu.health/jaipur/doctors/plastic-surgeons?utm_source=google&utm_medium=organic&utm_campaign=GMB_jaipur_raja_park,Cosmetic surgeon,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",1,1,ChIJzxbty_m3bTkRy2FgqcVKYlo,https://www.google.com/maps/search/?api=1&query=Best%20Plastic%20%26%20Cosmetic%20Surgeon%20in%20Raja%20Park%20Jaipur%20%7C%7C%20Hair%20Transplant%20%26%20Laser%20Treatment%20%7C%7C%20Affordable%20Price%20Surgeries&query_place_id=ChIJzxbty_m3bTkRy2FgqcVKYlo,https://lh3.googleusercontent.com/p/AF1QipOVx0IezRKy7PuIXWHbpFX0ry3Hccm9HdH4mBC1=w408-h305-k-no,Wheelchair Accessible,jai.bestplasticcosmetics.27@antidote-temp.com,false,pending,unclaimed
"Dr Hemant Yadav, Facial Surgery (Oral & Maxillo- Facial Surgeon), Gold Medalist",dr-hemant-yadav-facial-surgery-oral-maxillo-facial-surgeon-gold-medalist,,"H-69, Meera Marg, Bani Park, Jaipur, Rajasthan 302016, India",Jaipur,Rajasthan,India,302016,26.930312,75.79735,+919414215448,,,Hospital,"{""Monday"": ""4:30 to 8:30\u202fPM"", ""Tuesday"": ""4:30 to 8:30\u202fPM"", ""Wednesday"": ""4:30 to 8:30\u202fPM"", ""Thursday"": ""4:30 to 8:30\u202fPM"", ""Friday"": ""4:30 to 8:30\u202fPM"", ""Saturday"": ""4:30 to 8:30\u202fPM"", ""Sunday"": ""Closed""}",5,22,ChIJTZT60ZCzbTkRGD63kJv8z7I,https://www.google.com/maps/search/?api=1&query=Dr%20Hemant%20Yadav%2C%20Facial%20Surgery%20(Oral%20%26%20Maxillo-%20Facial%20Surgeon)%2C%20Gold%20Medalist&query_place_id=ChIJTZT60ZCzbTkRGD63kJv8z7I,https://lh3.googleusercontent.com/p/AF1QipMFEQJ51DeDNWFiUT6FuV0IK970LF0BgyYzb93o=w426-h240-k-no,,jai.drhemantyadavfacials.28@antidote-temp.com,false,pending,unclaimed
Dr R K Jenaw Clinic,dr-r-k-jenaw-clinic,,"WQPW+VC5, Subash Nagar, Shastri Nagar, Jaipur, Rajasthan 302016, India",Jaipur,Rajasthan,India,302016,26.9371301,75.7960973,+919509868969,,https://book-appointment.healthplix.com/dr-r-k-jenaw-chest-diseases-and-tuberculosis--shastri-nagar-jaipur,Doctor,"{""Monday"": ""5 to 7\u202fPM"", ""Tuesday"": ""5 to 7\u202fPM"", ""Wednesday"": ""5 to 7\u202fPM"", ""Thursday"": ""5 to 7\u202fPM"", ""Friday"": ""5 to 7\u202fPM"", ""Saturday"": ""5 to 7\u202fPM"", ""Sunday"": ""Closed""}",3.6,21,ChIJg7O4EOazbTkRlb2Q7tKNfoA,https://www.google.com/maps/search/?api=1&query=Dr%20R%20K%20Jenaw%20Clinic&query_place_id=ChIJg7O4EOazbTkRlb2Q7tKNfoA,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqAi1f5IvOhXAfygcK3leQ_mOdOKADcADYMN5p3LpNqlQ59HzD4kfxyPbuZ972E5Wtxq_9EUn2IpV_MCpi7Y11Ti0Ggom_aX5QTLuRutymWQY3_5dJlydpWpbpEkys5LAWzMQguAQ=w408-h906-k-no,,jai.drrkjenawclinic.29@antidote-temp.com,false,pending,unclaimed
Skinovations - Rejuvenating Aesthetics,skinovations-rejuvenating-aesthetics,,"G-2, Marbella Pharma, D- 50, Shanti Path, adjoining Gupta Jewels, Patrakar Colony, Sector 7, Jawahar Nagar, Jaipur, Rajasthan 302004, India",Jaipur,Rajasthan,India,302004,26.8939875,75.8347261,+919079377359,,https://www.instagram.com/skinovationsx?igsh=MW1nYnM3YWNxdXc1cQ==&utm_source=qr,Skin care clinic,"{""Monday"": ""9:30\u202fAM to 8\u202fPM"", ""Tuesday"": ""9:30\u202fAM to 8\u202fPM"", ""Wednesday"": ""9:30\u202fAM to 8\u202fPM"", ""Thursday"": ""9:30\u202fAM to 8\u202fPM"", ""Friday"": ""9:30\u202fAM to 8\u202fPM"", ""Saturday"": ""9:30\u202fAM to 8\u202fPM"", ""Sunday"": ""11\u202fAM to 5:30\u202fPM""}",5,461,ChIJuVyHr9i3bTkRvhJQTdRbt60,https://www.google.com/maps/search/?api=1&query=Skinovations%20-%20Rejuvenating%20Aesthetics&query_place_id=ChIJuVyHr9i3bTkRvhJQTdRbt60,https://lh3.googleusercontent.com/p/AF1QipNpb6kweF6FpbcTvilUugWcpnz1wayAz-8Ct7F_=w408-h544-k-no,"Wheelchair Accessible, Free Parking, Credit Cards Accepted",jai.skinovationsrejuvena.30@antidote-temp.com,false,pending,unclaimed
Pulsekin,pulsekin,,"309/6, Shanti Path, opposite LG showroom, Jawahar Nagar, Jaipur, Rajasthan 302004, India",Jaipur,Rajasthan,India,302004,26.8908,75.830971,+919799336398,,http://www.pulsekin.com/,"Skin care clinic, Dermatologist, Hair transplantation clinic","{""Monday"": ""11\u202fAM to 8\u202fPM"", ""Tuesday"": ""11\u202fAM to 8\u202fPM"", ""Wednesday"": ""11\u202fAM to 8\u202fPM"", ""Thursday"": ""11\u202fAM to 8\u202fPM"", ""Friday"": ""11\u202fAM to 8\u202fPM"", ""Saturday"": ""11\u202fAM to 8\u202fPM"", ""Sunday"": ""11\u202fAM to 8\u202fPM""}",4.6,61,ChIJUQX242W1bTkRHPRG96g2vx8,https://www.google.com/maps/search/?api=1&query=Pulsekin&query_place_id=ChIJUQX242W1bTkRHPRG96g2vx8,https://lh3.googleusercontent.com/p/AF1QipNfOiR96C2nnR5zZFeo-OyIUpmoyDE1ueAkGDiV=w408-h407-k-no,Credit Cards Accepted,jai.pulsekin.31@antidote-temp.com,false,pending,unclaimed
Rosh Clinic & Academy,rosh-clinic-academy,,"H-19, First Floor, Bhagat Singh Marg, near Dwarka, Panch Batti, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001, India",Jaipur,Rajasthan,India,302001,26.9128773,75.7995476,+919352282171,,https://www.instagram.com/rosh_aesthetics?igsh=MXJkZDd4bWZrbDd3eA==,Skin care clinic,"{""Monday"": ""11\u202fAM to 8\u202fPM"", ""Tuesday"": ""11\u202fAM to 8\u202fPM"", ""Wednesday"": ""11\u202fAM to 8\u202fPM"", ""Thursday"": ""11\u202fAM to 8\u202fPM"", ""Friday"": ""11\u202fAM to 8\u202fPM"", ""Saturday"": ""11\u202fAM to 8\u202fPM"", ""Sunday"": ""Closed""}",5,54,ChIJtyyadNm1bTkRPGo-I-mAPwk,https://www.google.com/maps/search/?api=1&query=Rosh%20Clinic%20%26%20Academy&query_place_id=ChIJtyyadNm1bTkRPGo-I-mAPwk,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrVcelk4OwdWi13HDfDn-aC3hVfIbXz0b6dZFodynCBVeqMVuYrcjKg1LI3pPxygS2puryJA8iQaZNjzj5Wjp-Ljb-43Yxz_eSa1nBoSEoloRs123k08eGF8PgupgsHCMmQL7Bclg=w408-h711-k-no,,jai.roshclinicacademy.32@antidote-temp.com,false,pending,unclaimed
Dr Mehak’s Cosmetology,dr-mehaks-cosmetology,,"1st floor hotel imperial Arvind marg, Mirza Ismail Rd, Jaipur, Rajasthan 302001, India",Jaipur,Rajasthan,India,302001,26.9155273,75.8111351,,,,Skin care clinic,"{""Monday"": ""11\u202fAM to 4\u202fPM"", ""Tuesday"": ""11\u202fAM to 4\u202fPM"", ""Wednesday"": ""11\u202fAM to 4\u202fPM"", ""Thursday"": ""11\u202fAM to 4\u202fPM"", ""Friday"": ""11\u202fAM to 4\u202fPM"", ""Saturday"": ""11\u202fAM to 4\u202fPM"", ""Sunday"": ""Closed""}",4.3,69,ChIJobq9Loe3bTkRPziVwXwuzDk,https://www.google.com/maps/search/?api=1&query=Dr%20Mehak%E2%80%99s%20Cosmetology&query_place_id=ChIJobq9Loe3bTkRPziVwXwuzDk,https://lh3.googleusercontent.com/p/AF1QipNPIORqF5i8tV9uvSfG2XnPatEPAOif5GV0AQWI=w408-h725-k-no,,jai.drmehakscosmetology.33@antidote-temp.com,false,pending,unclaimed
SEL'PHI,selphi,,"police Thana, 309/6, Shanti Path, near Jawahar Nagar, opposite LG showroom, Jawahar Nagar, Jaipur, Rajasthan 302004, India",Jaipur,Rajasthan,India,302004,26.8908,75.830971,+919587115817,,,"Tattoo removal service, Cosmetic surgeon, Dermatologist, Facial spa, Hair removal service, Hair transplantation clinic, Laser hair removal service, Skin care clinic","{""Monday"": ""10\u202fAM to 7:30\u202fPM"", ""Tuesday"": ""10\u202fAM to 7:30\u202fPM"", ""Wednesday"": ""10\u202fAM to 7:30\u202fPM"", ""Thursday"": ""10\u202fAM to 7:30\u202fPM"", ""Friday"": ""10\u202fAM to 7:30\u202fPM"", ""Saturday"": ""10\u202fAM to 7:30\u202fPM"", ""Sunday"": ""Closed""}",5,87,ChIJVd8ovRa1bTkRor3olt2tNz8,https://www.google.com/maps/search/?api=1&query=SEL'PHI&query_place_id=ChIJVd8ovRa1bTkRor3olt2tNz8,https://lh3.googleusercontent.com/p/AF1QipNeeoH0RVQads3xEZySjaMj4Rk5SXaZJEcz14t_=w408-h272-k-no,Free Parking,jai.selphi.34@antidote-temp.com,false,pending,unclaimed
Jivina Skin Clinic,jivina-skin-clinic,,"Lalita, 1-D-156, behind Kalptaru Shopping Centre, Indra Verna Colony, Shastri Nagar, Jaipur, Rajasthan 302016, India",Jaipur,Rajasthan,India,302016,26.9401274,75.8021845,+919829543143,,,"Skin care clinic, Sexologist, Dermatologist","{""Monday"": ""5:30 to 8:30\u202fPM"", ""Tuesday"": ""5:30 to 8:30\u202fPM"", ""Wednesday"": ""5:30 to 8:30\u202fPM"", ""Thursday"": ""5:30 to 8:30\u202fPM"", ""Friday"": ""5:30 to 8:30\u202fPM"", ""Saturday"": ""5:30 to 8:30\u202fPM"", ""Sunday"": ""Closed""}",5,110,ChIJgw4XvrqzbTkRA2olXrbMvKQ,https://www.google.com/maps/search/?api=1&query=Jivina%20Skin%20Clinic&query_place_id=ChIJgw4XvrqzbTkRA2olXrbMvKQ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npr-qx3EjU3Pl_TNOloQIoBWnov7D2L4dOXpHCbHwtFNJ1hWfBusOhrMwm7btugl8Ehrdxs2SuMTx8p9mTcelpe1SYVzH8Js0R-8Rka_0V720w2NYJWv_4uUQ_Y3V-GWb5Hdp-PTg=w408-h725-k-no,Digital Payments,jai.jivinaskinclinic.35@antidote-temp.com,false,pending,unclaimed
Dr. Shubhra's Skin & Hair Clinic,dr-shubhras-skin-hair-clinic,,"Shop no. 26, time square complex, Shivaji chowk, Indrapuri, Brahampuri, Jaipur, Rajasthan 302002, India",Jaipur,Rajasthan,India,302002,26.9337294,75.820522,+918949027401,,https://drshubhrashukla.com/,Dermatologist,"{""Monday"": ""11\u202fAM to 2\u202fPM"", ""Tuesday"": ""11\u202fAM to 2\u202fPM"", ""Wednesday"": ""11\u202fAM to 2\u202fPM"", ""Thursday"": ""11\u202fAM to 2\u202fPM"", ""Friday"": ""11\u202fAM to 2\u202fPM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",5,148,ChIJ1y0B5cyxbTkRHHL6dJjXSWM,https://www.google.com/maps/search/?api=1&query=Dr.%20Shubhra's%20Skin%20%26%20Hair%20Clinic&query_place_id=ChIJ1y0B5cyxbTkRHHL6dJjXSWM,https://lh3.googleusercontent.com/p/AF1QipO9JPVP2-y87GxibWqWIlWEpVuBBgnIt1aETemJ=w408-h306-k-no,,jai.drshubhrasskinhaircl.36@antidote-temp.com,false,pending,unclaimed
Advance Skincity,advance-skincity,,"Subash Nagar Shopping Centre, A-7/8, near doodh Mandi chauraha, Subash Nagar, Shastri Nagar, Jaipur, Rajasthan 332031, India",Jaipur,Rajasthan,India,332031,26.9371625,75.7959167,+919660060107,,,"Tattoo removal service, Hair transplantation clinic, Laser hair removal service, Skin care clinic, Dermatologist","{""Monday"": ""9:30\u202fAM to 2\u202fPM, 4 to 8\u202fPM"", ""Tuesday"": ""9:30\u202fAM to 2\u202fPM, 4 to 8\u202fPM"", ""Wednesday"": ""9:30\u202fAM to 2\u202fPM, 4 to 8\u202fPM"", ""Thursday"": ""9:30\u202fAM to 2\u202fPM, 4 to 8\u202fPM"", ""Friday"": ""9:30\u202fAM to 2\u202fPM, 4 to 8\u202fPM"", ""Saturday"": ""9:30\u202fAM to 2\u202fPM, 4 to 8\u202fPM"", ""Sunday"": ""Closed""}",4.8,98,ChIJP7bLiiWzbTkRHXz2kTw2j-Q,https://www.google.com/maps/search/?api=1&query=Advance%20Skincity&query_place_id=ChIJP7bLiiWzbTkRHXz2kTw2j-Q,https://lh3.googleusercontent.com/p/AF1QipOyvo6ZwE0Us-wNRDOJWjDCAa9IUKdTSo3oQLWe=w408-h612-k-no,"Digital Payments, Appointment Required",jai.advanceskincity.37@antidote-temp.com,false,pending,unclaimed
Amaryllis International cosmetology & Aesthetic school,amaryllis-international-cosmetology-aesthetic-school,,"1st Floor, MB TOWER, Mirza Ismail Rd, opp. Amrapur Darbar, Gopalbari, Jaipur, Rajasthan 302001, India",Jaipur,Rajasthan,India,302001,26.9181451,75.7999606,+919950303538,,,"Skin care clinic, Beauty salon, Cosmetics industry, Nail salon, Beauty school, Skin care products vending machine","{""Monday"": ""10\u202fAM to 7\u202fPM"", ""Tuesday"": ""10\u202fAM to 7\u202fPM"", ""Wednesday"": ""10\u202fAM to 7\u202fPM"", ""Thursday"": ""10\u202fAM to 7\u202fPM"", ""Friday"": ""10\u202fAM to 7\u202fPM"", ""Saturday"": ""10\u202fAM to 7\u202fPM"", ""Sunday"": ""Closed""}",4.9,93,ChIJwdCAHC-1bTkRUnmh8l-lwhA,https://www.google.com/maps/search/?api=1&query=Amaryllis%20International%20cosmetology%20%26%20Aesthetic%20school&query_place_id=ChIJwdCAHC-1bTkRUnmh8l-lwhA,https://lh3.googleusercontent.com/p/AF1QipNpqPdlEtuhCC6yGyTcCmvLPXp3f9JDltDHU0zd=w408-h306-k-no,Appointment Required,jai.amaryllisinternation.38@antidote-temp.com,false,pending,unclaimed
Nice Clinic,nice-clinic,,"Shop no.31, Fruit Mandi, Punjabi Tower, 1st.Floor, Johari Bazar Rd, near Sanganeri Gate, behind Johari Bazar, Jaipur, Rajasthan 302003, India",Jaipur,Rajasthan,India,302003,26.9173205,75.8248926,+919929817785,,https://niceclinicjaipur.com/,Sexologist,"{""Monday"": ""10\u202fAM to 8\u202fPM"", ""Tuesday"": ""10\u202fAM to 8\u202fPM"", ""Wednesday"": ""10\u202fAM to 8\u202fPM"", ""Thursday"": ""10\u202fAM to 8\u202fPM"", ""Friday"": ""10\u202fAM to 8\u202fPM"", ""Saturday"": ""10\u202fAM to 8\u202fPM"", ""Sunday"": ""10\u202fAM to 3\u202fPM""}",4.9,203,ChIJEaatDbS2bTkRRnrqAVth-eM,https://www.google.com/maps/search/?api=1&query=Nice%20Clinic&query_place_id=ChIJEaatDbS2bTkRRnrqAVth-eM,https://lh3.googleusercontent.com/p/AF1QipNe9fpiUoEzoqmU9zH08VgQsdb_85_H1aZzgNzD=w416-h240-k-no,"Wheelchair Accessible, Digital Payments",jai.niceclinic.39@antidote-temp.com,false,pending,unclaimed
Dr Alok Bhardwaj,dr-alok-bhardwaj,,"C1, Jayanti Market, New Colony, Jaipur, Rajasthan 302016, India",Jaipur,Rajasthan,India,302016,26.9179594,75.8100645,+917665531451,,https://bhardwajdental.in/,Oral and maxillofacial surgeon,"{""Monday"": ""11\u202fAM to 6\u202fPM"", ""Tuesday"": ""11\u202fAM to 6\u202fPM"", ""Wednesday"": ""11\u202fAM to 6\u202fPM"", ""Thursday"": ""11\u202fAM to 6\u202fPM"", ""Friday"": ""11\u202fAM to 6\u202fPM"", ""Saturday"": ""11\u202fAM to 6\u202fPM"", ""Sunday"": ""Closed""}",4.8,26,ChIJgQX4_V23bTkReLanXfYMy8k,https://www.google.com/maps/search/?api=1&query=Dr%20Alok%20Bhardwaj&query_place_id=ChIJgQX4_V23bTkReLanXfYMy8k,https://lh3.googleusercontent.com/p/AF1QipPFAK2r9xdqacI-QSGDXPZYzQddffI9413qDFhM=w426-h240-k-no,,jai.dralokbhardwaj.40@antidote-temp.com,false,pending,unclaimed
Dulhan Beauty Collection,dulhan-beauty-collection,,"Khejro, Godika Ka Rasta, opp. uco Bank, Chandpol Bazar, Chandpole Bazar, Chandpole, Chandpol, Jaipur, Rajasthan 302001, India",Jaipur,Rajasthan,India,302001,26.925209,75.814739,+918949041703,,,Cosmetics store,"{""Monday"": ""10:30\u202fAM to 9\u202fPM"", ""Tuesday"": ""10:30\u202fAM to 9\u202fPM"", ""Wednesday"": ""10:30\u202fAM to 9\u202fPM"", ""Thursday"": ""10:30\u202fAM to 9\u202fPM"", ""Friday"": ""10:30\u202fAM to 9\u202fPM"", ""Saturday"": ""10:30\u202fAM to 9\u202fPM"", ""Sunday"": ""10:30\u202fAM to 9\u202fPM""}",5,5,ChIJP1EzxlOxbTkRQ9PHpMy3GP0,https://www.google.com/maps/search/?api=1&query=Dulhan%20Beauty%20Collection&query_place_id=ChIJP1EzxlOxbTkRQ9PHpMy3GP0,https://lh3.googleusercontent.com/p/AF1QipPl03ZUo-pJAvR2f3P3sIisC8XoU9Ogz58KW7yo=w408-h306-k-no,,jai.dulhanbeautycollecti.41@antidote-temp.com,false,pending,unclaimed
Walia Dental Clinic,walia-dental-clinic,,"ASHIRWAD, Plot No, SPL 1-A, Gopinath Marg, near MLA Flats, opp. Mirza Ismail Road, Pink City, Jaipur, Rajasthan 302001, India",Jaipur,Rajasthan,India,302001,26.9192167,75.8051301,+919828098000,,http://www.waliadentalclinic.com/,Dental clinic,"{""Monday"": ""9\u202fAM to 2\u202fPM, 5 to 9\u202fPM"", ""Tuesday"": ""9\u202fAM to 2\u202fPM, 5 to 9\u202fPM"", ""Wednesday"": ""9\u202fAM to 2\u202fPM, 5 to 9\u202fPM"", ""Thursday"": ""9\u202fAM to 2\u202fPM, 5 to 9\u202fPM"", ""Friday"": ""9\u202fAM to 2\u202fPM, 5 to 9\u202fPM"", ""Saturday"": ""9\u202fAM to 2\u202fPM, 5 to 9\u202fPM"", ""Sunday"": ""9:30\u202fAM to 1:30\u202fPM""}",5,274,ChIJo2lLcwC0bTkR02g2_wBTQlw,https://www.google.com/maps/search/?api=1&query=Walia%20Dental%20Clinic&query_place_id=ChIJo2lLcwC0bTkR02g2_wBTQlw,https://lh3.googleusercontent.com/p/AF1QipNCG1T26hMaCDHT3EpEgdWUJQbUFko2V_kYwl81=w408-h306-k-no,Digital Payments,jai.waliadentalclinic.42@antidote-temp.com,false,pending,unclaimed
Shades Skin & Hair Care (Kanwar Nagar),shades-skin-hair-care-kanwar-nagar,,"12, 13, Address: Shop No. 11, 1-16, Rajamal Ka Talab Rd, Talkatora Colony, Janta Market, Tripolia Bazar, Pink City, Jaipur, Rajasthan 302002, India",Jaipur,Rajasthan,India,302002,26.9316848,75.8264047,+919983762330,,,"Beauty salon, Make-up artist, Nail salon","{""Monday"": ""10\u202fAM to 8\u202fPM"", ""Tuesday"": ""10\u202fAM to 8\u202fPM"", ""Wednesday"": ""10\u202fAM to 8\u202fPM"", ""Thursday"": ""10\u202fAM to 8\u202fPM"", ""Friday"": ""10\u202fAM to 8\u202fPM"", ""Saturday"": ""10\u202fAM to 8\u202fPM"", ""Sunday"": ""10\u202fAM to 8\u202fPM""}",4.3,120,ChIJx92B8kixbTkRPDSjXvcaxKM,https://www.google.com/maps/search/?api=1&query=Shades%20Skin%20%26%20Hair%20Care%20(Kanwar%20Nagar)&query_place_id=ChIJx92B8kixbTkRPDSjXvcaxKM,https://lh3.googleusercontent.com/p/AF1QipNwM6Vo1xCpoOijgeG7MOErtzaouO9Nn1dHmxU-=w408-h306-k-no,Appointment Required,jai.shadesskinhaircareka.43@antidote-temp.com,false,pending,unclaimed
Rasa Wellness Center,rasa-wellness-center,,"121, First Floor, City Pulse Mall, Narayan Singh Rd, Rambagh, Jaipur, Rajasthan 302005, India",Jaipur,Rajasthan,India,302005,26.8998634,75.8139556,+919799088000,,,Skin care clinic,"{""Monday"": ""11\u202fAM to 8\u202fPM"", ""Tuesday"": ""11\u202fAM to 8\u202fPM"", ""Wednesday"": ""11\u202fAM to 8\u202fPM"", ""Thursday"": ""11\u202fAM to 8\u202fPM"", ""Friday"": ""11\u202fAM to 8\u202fPM"", ""Saturday"": ""11\u202fAM to 8\u202fPM"", ""Sunday"": ""Closed""}",4.6,62,ChIJhakNN6K2bTkRuJ-UZQ9NXD4,https://www.google.com/maps/search/?api=1&query=Rasa%20Wellness%20Center&query_place_id=ChIJhakNN6K2bTkRuJ-UZQ9NXD4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npQYcTwj2rM-BdTy9x2JLcwAmjK1ledZErIjYgCg8s1BqNN66ckIBTPxIsgodDR-rH8keP7ss640HZMIJ6v6p1y77g5yAFciC6EKVLR4hWU7NXNir_gNX66VpD5oTuSKCfRp_4P8A=w533-h240-k-no,Credit Cards Accepted,jai.rasawellnesscenter.44@antidote-temp.com,false,pending,unclaimed
